日期,操作类型,成交价格,数量,金额,当前估值,估值分位点,目标仓位,手续费
2024-12-05,买入,35.14,4,140.56,6.38,34.40%,0.70,0.01
2024-12-09,卖出,36.03,-12,428.53,6.52,36.26%,0.70,0.02
2024-12-11,卖出,36.94,-13,464.24,6.62,38.80%,0.70,0.02
2024-12-12,买入,36.70,3,110.11,6.71,37.84%,0.70,0.01
2024-12-13,卖出,36.86,-6,214.28,6.45,39.40%,0.70,0.01
2024-12-16,买入,35.80,21,751.83,6.52,35.28%,0.70,0.04
2024-12-17,卖出,35.98,-5,178.57,6.54,36.58%,0.70,0.01
2024-12-18,卖出,36.44,-2,71.43,6.66,36.80%,0.70,0.00
2024-12-19,卖出,36.79,-10,357.14,6.57,38.60%,0.70,0.02
2024-12-20,买入,36.47,7,255.31,6.55,37.32%,0.70,0.01
2024-12-23,买入,36.41,1,36.41,6.63,37.13%,0.70,0.00
2024-12-24,卖出,36.76,-5,178.58,6.78,38.42%,0.70,0.01
2024-12-25,卖出,37.60,-539,19251.43,6.81,41.29%,0.50,1.01
2024-12-26,卖出,37.77,-3,107.15,6.82,42.25%,0.50,0.01
2024-12-27,卖出,37.84,-1,35.72,6.80,42.47%,0.50,0.00
2024-12-30,买入,37.71,1,37.71,6.85,41.85%,0.50,0.00
2024-12-31,卖出,37.92,-4,142.87,6.79,43.06%,0.50,0.01
2025-01-02,买入,37.72,5,188.59,6.66,41.70%,0.50,0.01
2025-01-03,买入,37.00,544,20127.83,6.68,38.53%,0.70,1.01
2025-01-06,卖出,37.29,-2,72.20,6.75,39.32%,0.70,0.00
2025-01-07,卖出,37.35,-534,19276.74,6.72,40.44%,0.50,1.00
2025-01-08,买入,37.22,1,37.22,6.79,40.08%,0.50,0.00
2025-01-09,卖出,37.77,-6,216.60,6.74,41.69%,0.50,0.01
2025-01-10,买入,37.71,4,150.84,6.74,40.35%,0.50,0.01
2025-01-13,买入,37.32,1,37.32,6.75,40.31%,0.50,0.00
2025-01-14,卖出,37.47,-1,36.11,6.89,40.69%,0.50,0.00
2025-01-15,卖出,38.33,-13,469.37,6.91,44.18%,0.50,0.02
2025-01-16,卖出,38.96,-13,469.37,6.97,44.80%,0.50,0.03
2025-01-17,卖出,39.26,-5,180.53,6.92,45.42%,0.50,0.01
2025-01-20,买入,39.28,3,117.84,6.82,44.97%,0.50,0.01
2025-01-21,买入,38.65,10,386.48,6.82,42.73%,0.50,0.02
2025-01-23,买入,38.03,537,20419.60,6.77,39.23%,0.70,1.02
2025-01-24,卖出,38.02,-530,19442.73,6.84,40.99%,0.50,1.01
2025-01-27,卖出,38.90,-9,330.16,6.91,43.40%,0.50,0.02
2025-02-05,卖出,39.16,-6,220.11,6.80,45.00%,0.50,0.01
2025-02-06,买入,38.34,10,383.42,6.83,42.03%,0.50,0.02
2025-02-07,卖出,38.44,-2,73.39,6.83,42.97%,0.50,0.00
2025-02-11,卖出,39.06,-7,256.88,6.96,44.69%,0.50,0.01
2025-02-12,卖出,39.26,-6,220.18,7.07,45.87%,0.50,0.01
2025-02-13,卖出,39.92,-10,366.97,7.09,47.77%,0.50,0.02
2025-02-14,卖出,39.96,-1,36.70,7.14,47.90%,0.50,0.00
2025-02-17,卖出,40.25,-5,183.49,7.09,48.18%,0.50,0.01
2025-02-18,买入,39.79,4,159.16,7.15,47.90%,0.50,0.01
2025-02-19,卖出,40.26,-4,146.83,7.13,48.26%,0.50,0.01
2025-02-21,买入,40.22,2,80.44,7.04,47.95%,0.50,0.00
2025-02-24,买入,39.67,7,277.72,7.01,47.18%,0.50,0.01
2025-02-25,买入,39.44,2,78.89,6.97,46.66%,0.50,0.00
2025-02-26,买入,39.42,3,118.27,7.05,45.90%,0.50,0.01
2025-02-27,卖出,39.88,-6,220.43,7.20,47.39%,0.50,0.01
2025-02-28,卖出,40.62,-13,477.61,7.15,48.64%,0.50,0.03
2025-03-03,买入,40.37,4,161.49,7.15,48.44%,0.50,0.01
2025-03-05,买入,40.22,4,160.88,7.29,47.96%,0.50,0.01
2025-03-06,卖出,41.11,-16,588.18,7.30,49.44%,0.50,0.03
2025-03-07,卖出,41.12,-1,36.76,7.40,49.64%,0.50,0.00
2025-03-10,卖出,41.69,-8,294.09,7.32,50.40%,0.50,0.02
2025-03-11,买入,41.00,6,245.98,7.39,49.80%,0.50,0.01
2025-03-12,卖出,41.70,-6,220.69,7.40,50.32%,0.50,0.01
2025-03-14,卖出,42.18,-4,147.13,7.68,51.04%,0.50,0.01
2025-03-17,卖出,43.44,-19,698.85,7.65,51.63%,0.50,0.04
2025-03-18,买入,43.41,1,43.41,7.67,51.59%,0.50,0.00
2025-03-20,卖出,44.02,-12,441.44,7.69,52.34%,0.50,0.03
2025-03-21,买入,43.25,10,432.49,7.60,51.87%,0.50,0.02
2025-03-24,买入,42.70,7,298.92,7.66,51.55%,0.50,0.01
2025-03-25,卖出,43.13,-4,147.49,7.66,51.71%,0.50,0.01
2025-03-27,买入,40.98,34,1393.24,7.35,48.69%,0.50,0.07
2025-03-28,卖出,41.50,-8,295.86,7.35,49.88%,0.50,0.02
2025-04-01,卖出,41.49,-1,36.98,7.29,50.04%,0.50,0.00
2025-04-02,买入,41.09,6,246.56,7.26,49.09%,0.50,0.01
2025-04-03,买入,40.28,2,80.56,7.25,48.85%,0.50,0.00
2025-04-07,买入,39.24,1,39.24,6.94,48.69%,0.50,0.00
2025-04-08,买入,39.09,28,1094.50,6.99,44.64%,0.50,0.05
2025-04-09,卖出,38.92,-4,148.22,6.88,46.07%,0.50,0.01
2025-04-10,买入,39.29,10,392.91,6.99,43.29%,0.50,0.02
2025-04-11,卖出,39.41,-9,333.64,7.05,45.67%,0.50,0.02
2025-04-14,卖出,39.95,-7,259.50,7.05,47.34%,0.50,0.01
2025-04-16,卖出,40.24,-9,333.64,7.18,48.77%,0.50,0.02
2025-04-17,卖出,40.37,-2,74.14,7.16,48.85%,0.50,0.00
2025-04-18,买入,40.38,1,40.38,7.27,48.85%,0.50,0.00
2025-04-21,卖出,40.89,-8,296.59,7.19,49.80%,0.50,0.02
2025-04-22,买入,40.56,6,243.34,7.14,49.09%,0.50,0.01
2025-04-23,买入,40.55,4,162.19,7.14,48.45%,0.50,0.01
2025-04-25,卖出,40.54,-2,74.20,7.15,49.09%,0.50,0.00
2025-04-28,买入,40.40,1,40.40,7.20,48.93%,0.50,0.00
2025-04-29,卖出,40.59,-3,111.31,7.14,49.48%,0.50,0.01
2025-04-30,买入,39.91,4,159.65,6.96,48.53%,0.50,0.01
2025-05-06,买入,39.20,20,784.09,7.07,45.12%,0.50,0.04
2025-05-07,卖出,40.06,-9,334.30,7.18,47.66%,0.50,0.02
2025-05-08,卖出,40.27,-10,371.45,7.31,49.48%,0.50,0.02
2025-05-09,卖出,41.03,-12,445.74,7.43,51.31%,0.50,0.02
2025-05-12,卖出,41.65,-10,371.45,7.48,52.98%,0.50,0.02
2025-05-13,卖出,42.26,-4,148.58,7.61,53.30%,0.50,0.01
2025-05-14,卖出,42.70,-11,408.59,7.66,54.01%,0.50,0.02
2025-05-15,卖出,42.97,-3,111.43,7.68,54.25%,0.50,0.01
2025-05-16,卖出,42.89,-2,74.29,7.56,54.57%,0.50,0.00
2025-05-19,买入,42.37,8,338.94,7.49,53.85%,0.50,0.02
2025-05-20,买入,42.20,6,253.23,7.50,53.38%,0.50,0.01
2025-05-23,卖出,42.66,-8,297.62,7.53,54.33%,0.50,0.02
2025-05-26,买入,42.07,5,210.35,7.48,53.93%,0.50,0.01
2025-05-27,买入,41.98,4,167.94,7.47,53.30%,0.50,0.01
2025-05-28,买入,41.96,1,41.96,7.46,53.30%,0.50,0.00
2025-05-29,买入,41.89,1,41.89,7.43,53.30%,0.50,0.00
2025-05-30,买入,41.74,3,125.23,7.42,52.90%,0.50,0.01
2025-06-04,卖出,42.22,-6,223.53,7.53,54.25%,0.50,0.01
2025-06-05,卖出,42.23,-2,74.51,7.58,54.49%,0.50,0.00
2025-06-06,卖出,42.61,-4,149.02,7.60,54.88%,0.50,0.01
2025-06-09,卖出,42.75,-1,37.26,7.62,55.04%,0.50,0.00
2025-06-10,卖出,42.72,-2,74.51,7.63,55.28%,0.50,0.00
2025-06-11,卖出,42.87,-1,37.26,7.74,55.36%,0.50,0.00
2025-06-12,卖出,43.52,-9,335.30,7.73,56.47%,0.50,0.02
2025-06-16,买入,43.21,1,43.21,7.82,56.31%,0.50,0.00
2025-06-17,卖出,43.98,-7,260.82,7.86,56.95%,0.50,0.02
2025-06-18,卖出,44.02,-3,111.78,7.83,57.27%,0.50,0.01
2025-06-19,买入,43.94,1,43.94,7.80,57.03%,0.50,0.00
2025-06-20,买入,43.83,3,131.50,7.86,56.71%,0.50,0.01
2025-06-23,卖出,44.00,-4,149.13,7.90,57.51%,0.50,0.01
2025-06-24,卖出,44.39,-3,111.85,7.99,57.74%,0.50,0.01
2025-06-25,卖出,44.81,-7,260.98,8.12,58.30%,0.50,0.02
2025-06-26,卖出,45.52,-9,335.54,8.18,59.57%,0.50,0.02
2025-06-27,卖出,45.87,-723,26955.00,7.90,60.13%,0.20,1.66
2025-06-30,买入,44.22,751,33207.34,7.85,57.66%,0.50,1.66
2025-07-01,买入,44.05,4,176.22,7.94,57.35%,0.50,0.01
2025-07-02,卖出,44.76,-5,207.62,8.01,58.22%,0.50,0.01
2025-07-03,卖出,44.96,-6,249.15,7.96,58.94%,0.50,0.01
2025-07-04,买入,44.67,3,134.00,8.04,58.46%,0.50,0.01
2025-07-07,卖出,45.12,-5,207.66,8.06,59.25%,0.50,0.01
2025-07-08,卖出,45.32,-2,83.07,8.14,59.49%,0.50,0.00
2025-07-09,卖出,45.53,-733,30443.38,8.05,60.44%,0.20,1.67
2025-07-10,买入,45.15,736,33228.40,8.24,59.41%,0.50,1.66
2025-07-11,卖出,46.28,-738,32257.75,7.80,61.16%,0.20,1.71
2025-07-14,买入,45.65,737,33644.05,7.79,56.79%,0.50,1.68
2025-07-15,买入,45.77,1,45.77,7.73,56.71%,0.50,0.00
2025-07-16,买入,45.26,4,181.04,7.71,56.39%,0.50,0.01
2025-07-17,买入,45.10,2,90.20,7.69,56.16%,0.50,0.00
2025-07-18,买入,45.05,1,45.05,7.70,56.16%,0.50,0.00
2025-07-22,买入,44.85,2,89.70,7.68,55.76%,0.50,0.00
2025-07-24,卖出,45.21,-2,89.77,7.67,56.55%,0.50,0.00
2025-07-25,买入,44.84,2,89.68,7.66,55.84%,0.50,0.00
2025-07-28,买入,44.80,1,44.80,7.59,55.68%,0.50,0.00
2025-07-29,买入,44.44,5,222.20,7.54,54.96%,0.50,0.01
2025-07-30,买入,44.17,4,176.68,7.59,54.65%,0.50,0.01
2025-07-31,卖出,44.40,-3,134.64,7.60,55.04%,0.50,0.01
2025-08-05,卖出,44.78,-6,269.27,7.73,56.47%,0.50,0.01
2025-08-06,卖出,45.29,-5,224.40,7.71,57.66%,0.50,0.01
2025-08-07,买入,45.12,1,45.12,7.71,57.19%,0.50,0.00
2025-08-11,买入,44.53,8,356.24,7.54,55.60%,0.50,0.02
2025-08-12,买入,44.13,6,264.78,7.52,54.65%,0.50,0.01
2025-08-13,买入,44.14,1,44.14,7.44,54.33%,0.50,0.00
2025-08-14,买入,43.55,7,304.85,7.48,53.30%,0.50,0.02
2025-08-15,卖出,43.66,-3,134.60,7.40,53.69%,0.50,0.01
2025-08-18,买入,43.10,6,258.60,7.43,52.50%,0.50,0.01
2025-08-19,卖出,43.45,-2,89.71,7.42,53.38%,0.50,0.00
2025-08-20,买入,43.30,1,43.30,7.42,52.82%,0.50,0.00
2025-08-25,买入,43.32,2,86.64,7.50,52.18%,0.50,0.00
2025-08-26,卖出,43.89,-8,358.83,7.44,54.49%,0.50,0.02
2025-08-27,买入,43.50,4,174.00,7.35,53.77%,0.50,0.01
2025-08-28,买入,43.02,8,344.16,7.34,51.87%,0.50,0.02
2025-09-01,买入,42.62,1,42.62,7.13,51.63%,0.50,0.00
2025-09-02,买入,41.86,14,586.04,7.37,48.45%,0.50,0.03
2025-09-03,卖出,43.44,-20,896.06,7.28,52.42%,0.50,0.04
2025-09-04,买入,42.81,7,299.67,7.31,50.91%,0.50,0.01
2025-09-05,卖出,43.00,-2,89.58,7.26,51.47%,0.50,0.00
2025-09-08,买入,42.70,4,170.80,7.20,50.52%,0.50,0.01
2025-09-09,买入,42.42,5,212.10,7.27,49.96%,0.50,0.01
2025-09-10,卖出,42.80,-5,223.88,7.30,50.99%,0.50,0.01
2025-09-11,卖出,43.13,-3,134.33,7.35,51.63%,0.50,0.01
2025-09-12,卖出,43.38,-4,179.10,7.22,52.66%,0.50,0.01
2025-09-15,买入,42.48,10,424.80,7.17,50.20%,0.50,0.02
2025-09-16,买入,42.32,5,211.60,7.09,49.48%,0.50,0.01
2025-09-17,买入,41.76,7,292.32,7.09,47.97%,0.50,0.01
2025-09-19,买入,40.80,14,571.20,6.96,44.72%,0.50,0.03
2025-09-22,卖出,41.15,-1,44.69,6.95,45.19%,0.50,0.00
2025-09-24,卖出,41.50,-9,402.20,7.01,47.66%,0.50,0.02
2025-09-25,买入,41.32,3,123.96,6.93,46.78%,0.50,0.01
2025-09-26,买入,40.81,8,326.48,6.93,44.64%,0.50,0.02
2025-09-30,买入,40.65,2,81.30,6.86,44.24%,0.50,0.00
2025-10-09,买入,40.21,4,160.84,6.85,42.97%,0.50,0.01
2025-10-10,买入,40.30,1,40.30,6.82,42.73%,0.50,0.00
2025-10-13,买入,39.76,3,119.28,6.81,41.86%,0.50,0.01
2025-10-14,买入,40.09,1,40.09,7.00,41.38%,0.50,0.00
2025-10-15,卖出,41.25,-17,758.53,7.04,47.26%,0.50,0.04
2025-10-16,卖出,41.50,-4,178.48,7.12,48.13%,0.50,0.01
2025-10-17,卖出,41.88,-6,267.72,7.06,49.72%,0.50,0.01
2025-10-20,买入,41.61,4,166.44,7.03,48.69%,0.50,0.01
2025-10-21,买入,41.49,2,82.98,7.13,47.82%,0.50,0.00
2025-10-22,卖出,41.98,-7,312.23,7.12,49.96%,0.50,0.01
2025-10-24,卖出,42.35,-4,178.42,7.12,51.23%,0.50,0.01
2025-10-27,买入,41.90,3,125.70,7.06,49.96%,0.50,0.01
2025-10-28,买入,41.62,6,249.72,7.06,48.77%,0.50,0.01
2025-10-30,买入,40.80,13,530.40,6.97,45.04%,0.50,0.03
2025-10-31,卖出,41.26,-6,267.28,6.92,46.54%,0.50,0.01
2025-11-03,买入,41.14,4,164.56,7.07,45.12%,0.50,0.01
2025-11-04,卖出,41.84,-13,578.97,7.28,49.56%,0.50,0.03
2025-11-05,卖出,43.10,-18,801.65,7.25,53.53%,0.50,0.04
2025-11-06,买入,42.65,2,85.30,7.17,52.82%,0.50,0.00
2025-11-07,买入,42.40,7,296.80,7.20,51.79%,0.50,0.01
2025-11-10,卖出,42.45,-2,89.04,7.23,52.34%,0.50,0.00
2025-11-11,卖出,42.69,-3,133.56,7.27,52.82%,0.50,0.01
2025-11-12,卖出,43.12,-3,133.56,7.27,53.85%,0.50,0.01
2025-11-14,卖出,43.24,-4,178.09,7.32,54.96%,0.50,0.01
2025-11-17,卖出,43.10,-1,44.52,7.22,55.28%,0.50,0.00
2025-11-18,买入,42.56,8,340.48,7.26,52.74%,0.50,0.02
2025-11-19,卖出,42.88,-2,89.02,7.32,53.53%,0.50,0.00
2025-11-20,卖出,43.22,-5,222.54,7.32,55.36%,0.50,0.01
2025-11-24,买入,43.10,2,86.20,7.22,54.17%,0.50,0.00
2025-11-25,买入,42.66,6,255.96,7.32,52.74%,0.50,0.01
2025-11-26,卖出,43.34,-9,400.48,7.32,55.76%,0.50,0.02
2025-12-01,买入,43.08,4,172.32,7.35,54.17%,0.50,0.01
